data_id,date,weather_condition,traffic_intensity,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
149,2002-04-06,Rainy,Very High,4.4,18.2,0.0,3.6,11.0,W,31.0,SE,WNW,7.0,19,78,35,1017.4,1015.0,1,3,9.2,17.2,No,0.0,No
150,2008-03-11,Rainy,Moderate,7.1,18.5,0.0,3.4,10.0,NW,57.0,N,NW,9.0,22,90,30,1015.1,1011.3,6,6,8.8,18.2,No,0.0,No
151,2000-07-31,Rainy,Very High,4.2,18.9,0.0,6.4,10.8,WNW,50.0,WSW,WNW,6.0,31,60,34,1011.2,1009.3,3,2,11.2,18.1,No,0.0,No
152,2006-05-06,Foggy,Very High,9.6,18.8,0.0,6.4,10.0,WNW,57.0,NW,W,19.0,26,54,42,1012.7,1013.0,2,5,13.1,16.5,No,0.0,No
153,1998-06-19,Sunny,Moderate,3.5,21.8,0.0,6.0,10.3,NNW,22.0,ESE,WNW,7.0,11,72,34,1023.9,1021.2,0,1,8.7,21.2,No,0.0,No
154,2023-12-10,Foggy,Moderate,5.3,23.3,0.0,3.6,5.6,NNW,83.0,SSW,NW,2.0,37,90,26,1018.0,1010.5,1,8,9.5,22.5,No,2.6,Yes
155,1996-02-29,Cloudy,Low,7.0,14.3,2.6,9.6,9.7,WNW,63.0,NW,W,26.0,33,68,40,1010.3,1012.7,1,3,9.1,13.7,Yes,0.0,No
156,2000-02-07,Foggy,Very High,0.4,18.9,0.0,4.8,9.6,N,22.0,NW,WSW,6.0,7,77,33,1021.2,1019.1,0,1,5.2,17.6,No,0.0,No
157,2005-09-12,Stormy,Low,3.2,21.4,0.0,3.2,10.6,E,26.0,SE,NNW,7.0,7,76,27,1025.2,1022.3,0,1,8.2,20.5,No,0.0,No
158,2004-02-13,Stormy,Moderate,5.9,21.8,0.0,2.8,9.3,E,35.0,SSW,NNW,7.0,11,70,35,1028.0,1024.1,1,5,12.9,20.8,No,0.0,No
159,2014-03-11,Cloudy,Very High,8.1,20.5,0.0,3.8,7.8,ENE,31.0,ESE,ENE,11.0,11,66,48,1027.8,1024.0,1,5,14.9,19.5,No,0.0,No
160,2006-05-05,Rainy,Moderate,6.9,18.9,0.0,4.2,4.1,ESE,39.0,SSE,SE,15.0,9,68,45,1028.2,1025.4,5,4,13.8,17.8,No,0.0,No
161,1998-06-03,Foggy,Low,5.6,19.5,0.0,2.8,6.8,SW,17.0,S,WNW,9.0,6,69,49,1025.7,1021.8,6,4,14.3,18.6,No,0.0,No
162,2004-02-01,Rainy,Low,7.2,22.9,0.0,2.2,9.5,E,26.0,NNW,N,4.0,6,82,28,1023.1,1019.2,1,1,14.0,22.2,No,0.0,No
163,2021-07-13,Foggy,Low,7.1,23.4,0.0,3.4,10.2,ESE,39.0,SE,WSW,2.0,7,72,29,1021.0,1016.9,0,1,12.7,22.4,No,0.0,No
164,2016-09-24,Rainy,High,6.1,24.1,0.0,4.6,6.1,WNW,35.0,SSW,WNW,6.0,11,75,32,1019.2,1015.8,7,3,11.5,23.7,No,2.0,Yes
165,2001-07-25,Sunny,High,7.1,19.8,2.0,3.2,7.7,W,39.0,SSE,NW,13.0,15,96,56,1018.4,1013.8,5,2,10.7,19.1,Yes,5.2,Yes
166,2001-09-21,Stormy,Very High,5.6,18.0,5.2,3.8,9.3,S,31.0,SSE,SSE,9.0,20,70,40,1020.8,1019.6,1,1,12.4,17.9,Yes,0.0,No
167,2015-02-20,Rainy,Very High,5.4,20.7,0.0,3.2,10.8,SSE,28.0,SSE,S,7.0,9,66,36,1027.2,1023.9,1,2,12.3,20.4,No,0.0,No
168,2002-04-25,Stormy,Very High,6.3,19.3,0.0,3.4,10.6,S,31.0,S,SE,9.0,13,65,39,1027.9,1024.4,1,1,12.6,18.8,No,0.0,No
169,1998-08-20,Sunny,Low,5.3,21.0,0.0,4.6,6.3,WNW,26.0,SSW,NW,7.0,7,77,44,1027.2,1023.3,7,2,12.0,20.4,No,0.0,No
170,2013-06-26,Sunny,High,7.9,19.7,0.0,3.2,8.3,ESE,48.0,SSE,ENE,17.0,11,58,43,1027.3,1024.1,3,6,14.0,19.1,No,0.0,No
171,2005-01-22,Sunny,Low,8.4,16.1,0.0,3.0,4.9,SE,35.0,SE,ESE,13.0,22,69,51,1029.5,1027.4,6,7,13.6,15.2,No,0.0,No
172,2011-05-06,Stormy,High,8.1,18.7,0.0,4.4,7.1,ESE,33.0,SSE,ESE,11.0,30,66,65,1028.2,1024.2,4,7,13.5,15.6,No,0.0,No
173,1995-10-28,Cloudy,Moderate,2.4,20.6,0.0,2.8,10.1,E,30.0,SE,SSE,9.0,7,77,34,1024.8,1021.0,1,2,10.6,19.8,No,0.0,No
174,2008-12-31,Sunny,High,5.6,18.9,0.0,3.8,8.0,SE,33.0,SSE,E,13.0,22,79,49,1025.8,1023.5,7,6,12.5,17.7,No,0.0,No
175,2023-08-03,Rainy,Very High,7.5,19.0,0.0,4.0,6.8,ENE,26.0,,ESE,0.0,7,74,43,1025.5,1022.2,6,5,12.6,18.1,No,0.0,No
176,2003-11-05,Cloudy,Low,2.5,21.2,0.0,2.0,7.9,NE,28.0,ESE,NE,7.0,9,82,55,1023.7,1019.8,4,4,9.2,17.6,No,0.0,No
177,2022-06-08,Foggy,Moderate,5.0,20.9,0.0,2.0,8.9,WNW,22.0,,NW,0.0,7,84,42,1019.9,1014.3,7,6,10.1,20.6,No,0.2,No
178,2007-08-20,Cloudy,Low,3.8,21.7,0.2,2.8,6.5,NW,44.0,ESE,WNW,2.0,20,99,34,1011.9,1006.7,7,7,7.9,20.2,No,0.0,No
179,1995-12-21,Stormy,Moderate,7.9,18.7,0.0,5.8,5.8,NW,59.0,NNW,NW,26.0,31,68,51,1003.2,997.7,6,6,14.4,16.6,No,7.2,Yes
180,2012-05-05,Stormy,Moderate,4.3,11.3,7.2,4.4,5.6,W,57.0,WNW,WNW,26.0,22,75,60,1006.3,1008.1,3,6,7.1,8.8,Yes,0.2,No
181,2010-12-30,Sunny,Low,-2.1,13.8,0.2,1.8,9.5,NNW,22.0,,NNW,0.0,9,69,40,1020.6,1019.6,0,1,6.3,13.2,No,0.0,No
182,2003-10-07,Foggy,Low,-1.8,14.8,0.0,1.4,7.0,N,28.0,E,N,2.0,19,80,40,1024.2,1020.5,1,7,5.3,13.9,No,0.0,No
183,2008-09-14,Sunny,Low,3.8,13.8,0.0,2.8,0.8,WNW,31.0,W,NNW,6.0,26,67,54,1020.6,1018.5,7,7,10.5,12.4,No,0.0,No
184,2015-03-05,Rainy,High,2.1,17.3,0.0,1.6,9.2,W,43.0,SSW,WNW,6.0,28,81,38,1020.0,1017.3,1,2,8.7,15.9,No,0.0,No
185,2011-07-15,Stormy,Low,0.5,17.1,0.0,4.0,9.4,NW,31.0,ESE,W,6.0,13,74,42,1020.8,1017.4,1,1,7.4,16.2,No,0.0,No
186,2016-08-26,Cloudy,Very High,-0.9,16.7,0.0,2.4,9.3,NNW,30.0,SW,NNW,2.0,15,76,42,1022.7,1018.5,5,2,6.2,15.4,No,0.0,No
187,2022-09-17,Cloudy,Low,0.4,19.0,0.0,3.4,8.3,NW,39.0,NE,WNW,2.0,19,76,41,1019.8,1015.8,6,5,7.7,18.5,No,0.0,No
188,2020-04-25,Cloudy,Very High,7.5,16.8,0.0,2.8,3.0,NW,41.0,W,NW,7.0,26,70,53,1018.0,1013.8,7,7,12.5,15.4,No,0.0,No
189,2008-10-24,Rainy,Moderate,8.3,17.6,0.0,3.4,9.4,WNW,43.0,NW,WNW,17.0,30,73,43,1015.8,1013.5,1,1,12.4,16.5,No,0.0,No
190,2004-12-08,Stormy,Low,-0.2,18.1,0.0,4.4,9.4,NW,24.0,,NW,0.0,9,80,44,1021.4,1018.9,1,1,6.7,16.9,No,0.0,No
191,2010-09-05,Cloudy,High,0.1,21.0,0.0,2.2,9.2,NNW,17.0,WNW,N,2.0,9,78,36,1023.2,1020.3,0,1,7.6,20.7,No,0.0,No
192,1997-06-26,Foggy,Very High,1.5,20.9,0.0,2.4,9.3,NW,20.0,NW,NNW,2.0,9,80,41,1023.2,1020.0,1,1,8.4,20.9,No,0.0,No
193,2007-03-16,Foggy,High,8.3,17.4,0.0,2.0,1.6,E,20.0,WSW,NE,6.0,11,80,52,1024.4,1021.5,7,7,13.5,17.2,No,0.0,No
194,2019-04-25,Stormy,High,9.4,19.2,0.0,2.2,7.7,,24.0,E,NNW,4.0,15,73,47,1024.2,1020.3,7,1,12.1,18.8,No,0.0,No
195,2022-09-16,Cloudy,High,1.3,19.0,0.0,2.2,9.4,NNW,30.0,SE,NW,7.0,15,87,34,1024.7,1021.4,1,2,7.9,18.6,No,0.0,No
196,2004-05-31,Rainy,Moderate,2.2,18.6,0.0,2.0,9.2,NNW,31.0,,NNW,,20,84,44,1024.4,1021.0,1,3,8.5,17.8,No,0.0,No
197,1998-06-17,Rainy,Very High,-0.4,17.9,0.0,2.4,8.7,NW,33.0,NNE,NW,2.0,20,80,40,1023.5,1018.7,1,2,6.8,17.7,No,1.8,Yes
198,1999-01-14,Cloudy,Moderate,4.5,16.0,1.8,3.0,4.3,NW,35.0,W,NW,9.0,15,88,69,1017.7,1013.7,7,7,10.0,15.2,Yes,1.0,No
199,2011-10-28,Sunny,High,7.9,12.3,1.0,1.8,1.7,NW,52.0,NNW,NW,30.0,24,68,78,1006.3,1005.9,7,7,11.3,7.3,No,0.8,No
200,2016-09-02,Cloudy,Moderate,4.3,14.1,0.8,1.6,8.8,NW,41.0,NNW,WNW,13.0,26,71,53,1008.4,1008.3,6,6,7.9,13.3,No,0.0,No
201,2019-06-25,Stormy,High,-2.7,18.1,0.0,2.2,9.3,W,52.0,,WNW,0.0,24,85,36,1017.8,1014.3,1,1,3.5,16.7,No,0.0,No
202,2003-06-06,Sunny,Very High,0.3,17.0,0.0,2.2,5.6,WNW,31.0,S,WNW,6.0,24,99,52,1021.9,1018.6,8,1,3.8,16.2,No,0.0,No
203,2001-10-13,Cloudy,High,3.8,17.4,0.0,2.6,7.3,E,24.0,ESE,W,2.0,7,81,47,1024.5,1022.9,6,2,8.0,16.6,No,0.0,No
204,2019-08-06,Cloudy,Moderate,2.4,14.7,0.0,2.6,9.2,ESE,20.0,SSE,E,7.0,6,74,43,1030.4,1026.0,1,1,5.9,13.8,No,0.0,No
205,2010-04-18,Rainy,Low,1.2,14.8,0.0,2.4,6.7,SE,17.0,SE,SSW,11.0,6,81,49,1028.5,1024.8,7,1,5.3,14.5,No,0.0,No
206,2012-07-20,Rainy,Very High,1.2,14.5,0.0,1.2,8.9,SE,17.0,SE,SSW,6.0,6,74,43,1026.7,1023.5,0,1,6.5,13.9,No,0.0,No
207,1995-06-06,Foggy,High,-0.3,17.5,0.0,1.6,8.4,W,39.0,SE,NNW,6.0,15,81,48,1025.5,1021.8,1,5,6.2,17.2,No,3.8,Yes
208,2003-08-26,Foggy,Low,4.7,18.5,3.8,2.0,5.1,ESE,22.0,NNW,W,6.0,6,99,50,1026.6,1023.1,7,4,7.0,17.9,Yes,5.2,Yes
209,2001-08-25,Sunny,Moderate,4.9,18.1,5.2,1.2,8.5,NNW,22.0,,NW,0.0,13,93,55,1025.7,1022.3,1,1,8.9,17.7,Yes,0.0,No
210,2016-08-26,Foggy,High,1.4,16.8,0.0,1.6,8.2,NW,20.0,,NW,0.0,6,91,50,1027.2,1024.7,1,4,6.2,16.3,No,0.2,No
211,1999-09-17,Rainy,Moderate,2.2,17.5,0.2,1.2,8.5,NW,20.0,SSE,WNW,7.0,7,92,45,1032.1,1029.6,2,1,5.5,17.3,No,0.0,No
212,2022-05-16,Cloudy,Low,-0.1,18.0,0.0,2.0,8.6,,,N,NNW,2.0,15,83,46,1033.2,1028.7,1,1,5.6,17.4,No,0.0,No
213,2020-03-27,Cloudy,Moderate,-0.9,18.5,0.0,2.2,8.9,E,22.0,,N,0.0,7,84,38,1030.2,1027.4,2,3,4.7,18.2,No,0.0,No
214,2009-11-22,Sunny,Very High,0.6,14.0,0.0,2.2,2.7,NE,17.0,,ENE,,7,99,67,1032.3,1028.9,7,7,4.6,13.9,No,0.0,No
215,2021-04-11,Cloudy,Very High,4.6,15.7,0.0,1.0,0.6,NNE,15.0,SSE,NNE,6.0,6,85,67,1030.3,1027.1,7,7,9.9,15.5,No,0.8,No
216,2003-09-30,Rainy,Very High,9.8,14.4,0.8,0.6,0.0,ESE,20.0,S,ESE,9.0,11,99,86,1028.5,1027.2,8,8,12.1,13.6,No,3.8,Yes
217,2017-07-24,Cloudy,Low,10.6,15.1,3.8,0.2,2.6,SSE,41.0,SE,SE,9.0,20,78,65,1028.2,1025.7,8,7,11.5,13.3,Yes,0.0,No
218,2013-08-23,Sunny,Moderate,7.8,15.1,0.0,2.2,2.7,S,31.0,SSE,S,6.0,20,84,65,1025.9,1023.4,6,7,10.3,14.8,No,0.0,No
219,2008-06-16,Sunny,Moderate,4.4,16.7,0.0,1.6,9.0,S,22.0,SE,NNE,11.0,4,74,42,1025.2,1022.1,1,1,9.6,16.2,No,0.0,No
220,2018-10-26,Stormy,Moderate,-0.2,15.5,0.0,1.4,9.0,NE,28.0,N,ESE,4.0,11,86,42,1027.6,1027.0,1,1,4.9,14.5,No,0.0,No
221,2017-11-25,Stormy,Moderate,4.3,14.5,0.0,2.0,3.0,E,30.0,SSE,ENE,6.0,13,76,70,1034.3,1031.7,7,7,7.9,13.0,No,0.0,No
222,2014-12-01,Foggy,Low,7.4,16.3,0.0,1.2,,NNE,30.0,SSE,NE,6.0,19,75,65,1031.4,1027.9,7,7,12.1,14.5,No,6.2,Yes
223,1994-10-05,Rainy,Moderate,8.6,13.7,6.2,2.2,0.0,NW,31.0,E,,2.0,0,97,94,1027.8,1024.3,8,8,10.3,11.6,Yes,4.8,Yes
224,2022-08-04,Foggy,High,10.2,15.0,4.8,0.2,0.5,NW,46.0,NNW,NW,22.0,17,90,65,1022.9,1022.1,7,7,12.9,13.7,Yes,0.2,No
225,2012-07-13,Sunny,High,7.3,16.4,0.2,1.2,8.5,NW,43.0,N,WNW,15.0,24,86,48,1023.7,1019.7,1,1,11.2,14.7,No,0.6,No
226,2015-05-30,Stormy,High,8.7,13.0,0.6,3.2,7.1,WNW,54.0,W,WNW,19.0,28,82,58,1013.7,1014.1,4,2,8.8,11.1,No,0.0,No
227,2021-10-17,Rainy,Low,1.0,11.8,0.0,2.2,7.2,S,48.0,NW,S,7.0,24,73,49,1025.7,1025.6,4,1,6.5,11.0,No,0.0,No
228,2015-12-11,Cloudy,Low,2.1,14.7,0.0,2.6,8.2,S,43.0,S,SSW,24.0,26,72,57,1029.0,1026.3,1,2,9.0,13.8,No,0.0,No
229,2017-08-23,Cloudy,Moderate,6.4,16.9,0.0,2.6,5.9,SSW,26.0,SSW,ESE,17.0,9,78,51,1027.8,1024.8,7,2,9.5,16.0,No,0.0,No
230,1997-05-19,Cloudy,Very High,5.4,15.5,0.0,1.6,5.8,NNE,20.0,SSW,NNE,7.0,7,80,58,1028.6,1025.5,7,1,9.4,14.9,No,0.0,No
231,2014-10-05,Rainy,Very High,0.4,15.5,0.0,1.0,4.7,N,13.0,N,NNW,6.0,9,97,70,1026.7,1023.5,5,7,4.0,15.0,No,0.0,No
232,1999-11-29,Sunny,Low,4.0,15.9,0.0,0.6,2.0,NNW,17.0,SE,SSE,6.0,7,95,63,1022.5,1019.7,8,7,8.4,14.8,No,4.8,Yes
233,2008-09-07,Stormy,Low,8.4,11.7,4.8,0.6,0.0,W,26.0,WNW,WNW,6.0,7,91,86,1021.2,1019.2,8,7,9.7,11.3,Yes,0.6,No
234,2020-05-29,Foggy,Moderate,0.4,13.9,0.6,0.8,7.7,WNW,41.0,E,WNW,6.0,19,99,59,1023.0,1021.0,3,6,4.2,12.1,No,0.0,No
235,2020-08-31,Stormy,Moderate,4.2,14.0,0.0,1.4,7.6,NW,33.0,NNW,SE,9.0,9,74,44,1026.4,1025.7,5,4,8.8,12.5,No,0.0,No
236,2018-01-27,Sunny,Moderate,0.9,12.9,0.0,2.0,6.8,NW,24.0,W,N,7.0,15,92,53,1025.1,1022.1,7,7,5.5,12.3,No,0.0,No
237,2021-06-05,Rainy,Moderate,0.8,13.0,0.0,1.4,4.1,WNW,41.0,S,NW,2.0,28,95,69,1028.2,1024.2,8,6,4.3,11.7,No,0.0,No
238,2009-05-09,Rainy,High,4.3,12.6,0.0,2.0,9.0,NW,46.0,,WNW,0.0,28,75,54,1026.3,1021.9,3,1,7.8,11.3,No,0.0,No
239,1999-04-11,Cloudy,Moderate,6.3,11.8,0.0,2.6,6.5,WNW,63.0,NNW,WNW,20.0,28,81,48,1018.7,1020.4,6,1,7.0,11.5,No,0.0,No
240,2015-05-04,Foggy,Low,3.5,14.3,0.0,3.4,8.9,NNW,35.0,N,NNW,7.0,24,71,51,1027.8,1025.0,1,1,6.7,12.7,No,0.0,No
241,2000-07-21,Stormy,Low,-1.5,14.8,0.0,2.2,8.0,NW,15.0,N,NW,6.0,9,90,41,1029.1,1026.0,4,3,2.1,14.5,No,0.0,No
242,1998-03-19,Rainy,High,1.2,16.0,0.0,1.4,6.1,NNW,31.0,S,N,6.0,22,84,38,1024.6,1020.9,7,6,6.5,14.6,No,0.0,No
243,2017-08-19,Cloudy,Moderate,0.5,15.4,0.0,2.4,6.4,W,70.0,NW,NNW,22.0,28,53,68,1017.2,1010.2,1,7,9.7,12.9,No,2.0,Yes
244,2021-04-26,Stormy,Low,5.3,11.7,2.0,3.6,5.6,NW,78.0,NW,W,33.0,33,73,56,1012.1,1012.3,3,1,6.9,11.1,Yes,0.2,No
245,2013-03-21,Foggy,Moderate,6.6,13.1,0.2,2.8,8.2,WNW,61.0,NNW,WNW,31.0,30,62,53,1013.5,1014.0,5,1,10.6,12.3,No,0.0,No
246,2005-10-13,Stormy,High,-1.6,11.5,0.0,2.8,8.9,N,31.0,ESE,NNW,7.0,20,82,53,1024.3,1021.9,1,1,3.0,11.1,No,0.0,No
247,2022-04-16,Rainy,High,-3.1,12.0,0.0,1.8,3.9,ESE,35.0,SSW,NE,4.0,13,80,52,1030.5,1030.0,1,6,5.9,10.2,No,0.0,No
248,2001-05-22,Foggy,Low,-0.1,14.2,0.0,1.4,7.0,W,13.0,,WNW,,2,81,55,1032.9,1028.9,1,2,4.7,12.6,No,0.0,No
249,2006-09-28,Rainy,Moderate,-0.6,14.0,0.0,1.2,7.1,NW,41.0,WNW,NNW,2.0,22,86,59,1030.0,1026.3,5,5,3.7,13.6,No,0.8,No
250,2018-09-07,Sunny,Very High,3.0,11.1,0.8,1.4,0.2,W,35.0,,N,0.0,13,99,96,1024.4,1021.1,7,8,6.3,8.6,No,16.8,Yes
251,1999-10-21,Sunny,Low,2.9,9.5,16.8,1.4,6.5,NW,35.0,,NW,0.0,15,93,72,1021.6,1019.6,6,6,5.5,7.4,Yes,0.0,No
252,1994-09-16,Sunny,Low,-1.3,8.8,0.0,0.8,2.8,WNW,39.0,NW,NW,9.0,15,95,68,1020.0,1016.8,7,6,1.8,8.0,No,0.0,No
253,2001-07-30,Sunny,Very High,1.8,8.7,0.0,1.8,1.2,NW,65.0,NW,NW,31.0,35,83,85,1014.6,1010.5,7,7,6.0,6.9,No,1.6,Yes
254,2021-04-07,Foggy,Very High,2.9,8.4,1.6,1.4,7.7,NW,59.0,NW,WNW,20.0,31,76,66,1016.7,1018.2,7,3,5.5,7.1,Yes,0.2,No
255,2011-11-02,Sunny,High,-2.6,11.1,0.2,1.4,6.5,N,20.0,E,NNW,2.0,7,87,54,1027.1,1022.7,1,7,0.8,9.9,No,0.0,No
256,2002-04-15,Foggy,Very High,0.5,11.0,0.0,1.0,0.9,NNW,31.0,,NW,0.0,15,92,69,1024.4,1021.9,7,7,2.8,10.7,No,0.0,No
257,2015-12-08,Stormy,High,2.7,16.5,0.0,0.6,8.9,NNW,41.0,SW,NNW,7.0,22,93,51,1021.8,1019.0,5,1,6.7,15.9,No,0.0,No
258,2010-09-30,Rainy,High,-1.7,13.6,0.0,1.8,5.2,NNW,28.0,,NNW,,17,83,46,1023.0,1020.1,1,7,3.9,13.3,No,0.2,No
259,2015-12-11,Foggy,High,-0.9,12.8,0.2,2.0,1.9,N,17.0,SE,NNW,6.0,9,99,62,1024.1,1020.8,7,7,2.7,12.1,No,0.0,No
260,2015-08-07,Sunny,Moderate,-1.8,11.5,0.0,0.6,4.7,NNW,41.0,,NNW,0.0,24,99,55,1019.7,1013.9,7,3,1.3,11.0,No,0.0,No
261,1999-06-27,Sunny,Very High,1.3,10.6,0.0,0.8,5.6,NW,46.0,NNW,WNW,24.0,33,75,73,1010.8,1009.4,3,5,7.7,8.2,No,1.2,Yes
262,2011-10-21,Cloudy,High,2.4,11.6,1.2,2.2,8.1,NW,35.0,NNW,NW,15.0,22,71,48,1016.7,1014.9,1,3,6.0,10.7,Yes,0.2,No
263,2012-01-30,Cloudy,High,-1.1,11.0,0.2,1.8,0.0,WNW,41.0,,NE,0.0,6,92,87,1014.4,1009.0,7,8,2.4,8.7,No,19.2,Yes
264,2006-11-05,Foggy,Moderate,2.3,11.6,19.2,1.8,7.5,WNW,54.0,WNW,WNW,26.0,31,78,56,1006.9,1010.3,7,3,7.6,11.2,Yes,0.0,No
265,2005-06-12,Foggy,Moderate,-2.2,11.6,0.0,1.4,9.2,S,39.0,E,SSW,2.0,28,68,33,1025.7,1025.8,1,1,3.4,11.0,No,0.0,No
266,2015-12-13,Foggy,Very High,-3.5,11.2,0.0,1.6,7.7,ESE,26.0,N,ESE,6.0,11,76,48,1033.5,1031.1,1,5,3.6,10.1,No,0.0,No
267,2013-11-16,Sunny,Low,-1.0,12.2,0.0,1.6,8.4,ESE,30.0,SE,E,7.0,13,82,51,1032.2,1027.4,3,5,3.7,10.8,No,0.0,No
268,2002-05-20,Rainy,Very High,-2.1,12.9,0.0,1.2,8.1,S,31.0,SE,SE,7.0,13,92,25,1025.7,1020.9,2,1,1.4,12.3,No,0.2,No
269,1998-06-29,Cloudy,High,-2.0,11.3,0.2,2.2,5.9,WNW,33.0,SE,WNW,2.0,19,88,50,1020.0,1015.3,7,7,1.2,10.9,No,0.0,No
270,2014-03-13,Stormy,Moderate,-2.3,9.7,0.0,1.4,1.9,SSE,28.0,SSE,WSW,6.0,13,92,66,1013.8,1010.0,7,7,1.0,7.8,No,1.4,Yes
271,2014-03-07,Rainy,Very High,-1.6,10.7,1.4,0.8,9.1,S,59.0,SSW,S,28.0,37,74,56,1014.1,1014.9,2,4,5.6,9.6,Yes,0.0,No
272,2022-07-11,Stormy,Very High,0.8,12.2,0.0,1.8,8.6,,,S,S,19.0,22,69,49,1020.9,1016.8,3,1,6.5,11.2,No,0.0,No
273,2018-11-29,Sunny,High,-2.8,12.2,0.0,2.6,8.7,NNW,31.0,,NNW,0.0,15,84,48,1018.3,1014.6,1,1,2.7,11.5,No,0.0,No
274,2008-08-26,Sunny,Low,-2.8,14.1,0.0,2.2,6.8,WNW,48.0,,WNW,0.0,26,81,38,1017.3,1012.9,1,7,3.0,12.8,No,1.0,No
275,2010-12-03,Cloudy,Low,3.0,9.7,1.0,2.6,0.7,W,65.0,NW,NW,19.0,28,64,82,1005.1,1001.3,8,7,9.6,8.6,No,6.6,Yes
276,2002-12-22,Foggy,High,4.4,11.5,6.6,2.2,9.3,WNW,57.0,NNW,WNW,28.0,31,67,56,1013.9,1014.9,1,1,6.9,10.5,Yes,0.0,No
277,1999-12-15,Foggy,Very High,2.3,12.8,0.0,2.2,9.6,WNW,35.0,ENE,WNW,4.0,24,70,48,1021.2,1018.1,1,1,7.8,11.6,No,0.0,No
278,1999-01-27,Foggy,Low,-2.0,12.3,0.0,2.4,5.8,W,31.0,ESE,W,4.0,19,81,60,1020.9,1018.3,1,7,2.6,9.1,No,0.0,No
279,2023-10-28,Rainy,High,-1.9,10.9,0.0,1.8,4.2,S,50.0,,SSW,0.0,26,78,72,1020.8,1019.2,3,8,5.5,7.2,No,4.0,Yes
280,1996-11-23,Cloudy,Moderate,4.8,14.1,4.0,1.6,8.3,S,48.0,S,SSE,30.0,22,67,48,1018.2,1017.6,5,1,8.9,13.6,Yes,0.0,No
281,2005-02-10,Cloudy,Very High,-0.6,11.1,0.0,3.0,5.0,NNW,41.0,SE,N,7.0,26,89,78,1018.4,1015.9,7,7,3.8,5.7,No,1.2,Yes
282,2023-10-26,Foggy,Moderate,3.1,12.5,1.2,1.4,7.2,N,43.0,WNW,N,6.0,30,69,62,1019.8,1019.1,6,2,7.6,11.3,Yes,0.0,No
283,2009-10-08,Foggy,Moderate,-2.9,9.6,0.0,1.8,7.3,NW,43.0,N,NW,6.0,24,76,70,1022.4,1019.0,1,6,5.6,8.1,No,0.4,No
284,1999-06-15,Rainy,Low,-3.5,7.6,0.4,2.4,4.7,NW,50.0,NW,NW,30.0,24,92,68,1014.8,1012.6,8,6,3.3,5.1,No,0.4,No
285,2019-06-02,Sunny,Low,-0.3,9.3,0.4,1.4,9.9,N,39.0,NNW,N,9.0,30,72,60,1017.4,1016.6,1,1,4.7,8.3,No,0.0,No
286,2023-02-02,Sunny,Low,0.1,10.4,0.0,1.8,7.9,WNW,59.0,NW,WNW,22.0,24,69,63,1021.3,1020.1,1,6,7.0,8.6,No,0.0,No
287,2005-01-31,Sunny,Very High,2.3,12.2,0.0,2.8,9.8,WNW,44.0,WNW,NW,20.0,30,58,41,1024.2,1022.4,1,1,6.5,10.4,No,0.0,No
288,2003-09-25,Stormy,High,2.1,10.7,0.0,3.4,9.4,NW,59.0,NNW,WNW,28.0,39,59,45,1022.2,1018.2,1,1,6.2,9.5,No,0.0,No
289,1996-03-01,Sunny,Low,4.6,14.7,0.0,4.4,8.4,WNW,52.0,WNW,NW,28.0,33,54,51,1014.7,1012.4,1,3,9.2,12.0,No,0.0,No
290,2000-08-05,Rainy,Very High,3.7,14.2,0.0,3.0,10.0,NNW,46.0,WNW,WSW,24.0,28,52,27,1012.7,1011.8,1,1,8.7,13.5,No,0.0,No
291,1994-11-08,Cloudy,High,-1.3,11.6,0.0,4.0,10.4,N,30.0,ESE,NNW,9.0,17,59,35,1023.3,1022.0,0,1,4.5,10.8,No,0.0,No
292,2019-05-03,Foggy,Moderate,-3.4,12.5,0.0,3.0,6.8,SSE,48.0,NNW,WNW,7.0,30,89,30,1025.2,1021.8,6,7,1.4,11.2,No,0.0,No
293,2016-01-06,Rainy,Very High,-5.3,13.1,0.0,2.2,7.9,NW,33.0,N,NNW,4.0,20,94,47,1029.6,1025.6,6,6,0.1,12.2,No,0.0,No
294,1995-12-11,Rainy,High,0.0,14.0,0.0,2.4,4.7,WNW,39.0,NNW,WNW,13.0,24,60,36,1027.3,1024.4,7,7,7.9,12.4,No,0.0,No
295,2003-11-12,Rainy,Moderate,2.4,14.1,0.0,3.0,1.8,NW,46.0,NNW,NW,15.0,30,50,27,1021.4,1017.8,8,8,8.6,13.2,No,0.0,No
296,2014-07-20,Cloudy,Low,-0.6,12.2,0.0,2.6,7.0,S,59.0,S,S,15.0,26,66,44,1018.5,1016.8,8,5,6.9,10.7,No,0.0,No
297,1998-06-17,Sunny,High,2.3,11.6,0.0,5.4,9.5,S,54.0,SSW,ESE,30.0,17,49,38,1025.9,1025.5,1,1,6.7,11.1,No,0.0,No
298,2004-05-16,Foggy,Moderate,-3.7,14.4,0.0,2.6,10.4,NNW,22.0,N,NNW,2.0,11,64,28,1031.0,1028.0,0,0,5.2,14.0,No,0.0,No
